Index,Organization Id,Name,Country,Description,Founded,Industry,Number of employees
2266,dF76eeA78bcEa76,"Tanner, Baldwin and Bailey",Guyana,Customer-focused empowering definition,2016,Retail Industry,8456
1162,DF7A30eD1B90ADC,Dougherty and Sons,Tunisia,Cross-group foreground software,2019,Transportation,7950
7902,Df7C77A0a10Be1d,Morales Group,Bolivia,Multi-layered 5thgeneration analyzer,1970,Luxury Goods / Jewelry,14518
6088,df7F71Bffc5F0cC,Erickson and Sons,Singapore,Diverse full-range standardization,1992,Performing Arts,10000
6882,df85dCD2117A046,"Maynard, Davis and Garrett",Guinea-Bissau,Visionary bandwidth-monitored toolset,1972,Alternative Dispute Resolution,19608
3617,df88EDeEF1AaB7b,Vaughn-Huynh,Sweden,Inverse local help-desk,1996,Machinery,18498
8966,dF901AA15cbe1ab,"Montoya, Suarez and Wilkerson",British Indian Ocean Territory (Chagos Archipelago),Secured systemic analyzer,2020,Dairy,2252
1974,DF938D5E5dE26f9,Chambers-Rangel,Western Sahara,Intuitive national architecture,1977,Online Publishing,13116
9507,Df9aF814eaBd7F3,"Koch, Ramsey and Wilcox",Tunisia,User-friendly methodical capability,2008,Insurance,1566
9518,dF9Ba7Ca1cb651F,Gibson and Sons,Saint Helena,Reverse-engineered transitional policy,2004,Veterinary,316
3976,DF9dEfB2BeE768d,Garrison-Castro,Argentina,Versatile national benchmark,1982,Semiconductors,10874
8540,DfA0bF07d6dfEC3,Mathews and Sons,Barbados,Streamlined local moderator,1989,Investment Banking / Venture,11462
2405,dfA74424E7574ED,"Meyer, Allison and Boyer",Albania,Universal systematic synergy,2005,Food / Beverages,6808
9142,dFac1dF428FACf7,"Suarez, Wiggins and Ryan",Cambodia,Adaptive intangible knowledge user,2006,Consumer Goods,5934
839,dFac348A00243B7,"Vang, Rowland and Hahn",Suriname,Sharable 5thgeneration software,2015,Publishing Industry,11390
9172,DfaDaa2A5DAffeC,Rowe Inc,Iraq,Programmable content-based approach,1985,Motion Pictures / Film,11672
8031,DfAE41a3cbEcbAE,"Stout, Gillespie and Pierce",Liechtenstein,Seamless disintermediate capability,1999,Architecture / Planning,19038
187,dFAffF2d9aadB2f,Berger Inc,Tunisia,Intuitive national circuit,1997,Real Estate / Mortgage,10494
8246,DFB24377E7d517e,Arnold LLC,Wallis and Futuna,Diverse bifurcated budgetary management,1993,Banking / Mortgage,6724
2360,dfB2f3a1b6157c1,Davila-Singh,Papua New Guinea,Triple-buffered contextually-based infrastructure,1983,E - Learning,4734
7624,dFb3a6b3faB7fB2,Guerra-Mcdonald,Equatorial Guinea,Vision-oriented impactful task-force,1981,Renewables / Environment,11318
620,dfb47A692a8AAf8,"Vega, Spencer and Cummings",Liechtenstein,Exclusive value-added open architecture,2000,Railroad Manufacture,8464
9939,Dfb50daBB7F97B8,Gross Group,Kazakhstan,Polarized bifurcated forecast,1974,Defense / Space,18258
1023,DfB6715bc8f1FeE,Kaiser-Duarte,Uruguay,Team-oriented explicit Graphical User Interface,2006,Semiconductors,11414
4924,dfb8Bb7Fe73A9Fc,Wilcox PLC,Denmark,Profit-focused system-worthy conglomeration,2005,Ranching,14178
3254,DFb9A5cfc2c64C3,"Callahan, Irwin and Webster",Malta,Organized 24hour superstructure,2020,Staffing / Recruiting,15162
2870,DfBaE7770bD6fF3,"Huang, Dennis and Swanson",Falkland Islands (Malvinas),Team-oriented fresh-thinking architecture,2012,Computer Hardware,14080
3206,DfBbaa6d1F8Fa2d,Mullen-Levy,Lithuania,Quality-focused needs-based firmware,2005,Textiles,1486
1415,DFbf4D6ACf634A2,"Li, Vincent and Pitts",India,Virtual discrete definition,2014,Law Practice / Law Firms,2522
9545,dFc0AEdB1439AAd,Powers-Jimenez,Congo,Robust 24/7 projection,2018,Warehousing,15530
3392,dFc4e2eE2bb033c,Macias Ltd,Philippines,Reverse-engineered hybrid system engine,2013,International Trade / Development,6004
5462,Dfc6833AAD8373e,Morton LLC,Netherlands Antilles,Customizable 3rdgeneration database,1971,Accounting,11518
9937,dFc6970ea9AcD61,"Mcgrath, Keith and Page",Northern Mariana Islands,User-friendly interactive firmware,1979,Computer Games,1360
5031,dFCA9eff010Fabe,"Johns, Baldwin and Brown",Egypt,Future-proofed actuating open system,1996,Machinery,5340
225,dFCC4052aA2364E,"Burch, Beasley and Gardner",Dominican Republic,Vision-oriented mobile interface,1985,Other Industry,18910
4393,dfCC57f3f3eF57e,Fields Ltd,Cook Islands,Grass-roots full-range groupware,2010,Investment Management / Hedge Fund / Private Equity,9154
2744,DfcddBD12fAC9d7,"Hughes, Watts and Boyer",Solomon Islands,Stand-alone asynchronous projection,2003,Library,10496
6755,dfcec880f058Bf2,Melton-Garrison,Peru,Organized 24/7 alliance,1991,Health / Fitness,12810
2919,dfCEde419cA8629,Ball-Cummings,Uzbekistan,Self-enabling client-server firmware,2015,Food Production,15346
7893,DFd1F431517eEbe,Hardin Ltd,Saint Kitts and Nevis,Multi-tiered demand-driven encoding,2010,Package / Freight Delivery,10080
5899,dFd4Fe26C8d60ae,Dillon-Wiley,Lebanon,Visionary cohesive algorithm,2002,Civic / Social Organization,254
8234,Dfd9F6CD19Da42B,"Farrell, Boone and Hoffman",Niger,Focused user-facing approach,2019,Media Production,18734
9944,dfDbA8eC1C8Dd1E,Lynch-Clay,Trinidad and Tobago,Advanced dynamic software,2015,Investment Banking / Venture,11936
181,dFdBBc4ddB4aCEE,Key-Norman,Bulgaria,Mandatory 5thgeneration support,1983,Veterinary,10954
1504,dfdC52D33A44FBF,"Hopkins, Waters and Franco",Nauru,Self-enabling intermediate Graphic Interface,2003,Investment Banking / Venture,5366
636,dfDF3FAF7e9Dbe1,Barker Ltd,Saint Vincent and the Grenadines,Enterprise-wide radical Graphic Interface,1984,Environmental Services,4408
1213,dFDFeAD4419bd35,"Mathews, Moses and Garcia",Israel,Proactive system-worthy data-warehouse,2000,Motion Pictures / Film,18686
1771,DFe2B25B9B9957D,"Snow, Jennings and Huynh",Montenegro,Synergized stable firmware,1988,Railroad Manufacture,1852
4016,Dfe49e40fDC5C84,Higgins Inc,San Marino,Reduced analyzing service-desk,1976,Marketing / Advertising / Sales,5676
126,dFe6bCAe214A0DD,Aguilar-Sloan,Lithuania,Cross-group heuristic archive,1995,Alternative Dispute Resolution,3108
1973,DFE7863d7cCFcd1,"Weber, Davila and Andrade",Georgia,Switchable directional archive,1990,Mental Health Care,2882
6476,DFeB75707b7BDbC,Dillon and Sons,Macedonia,Up-sized regional analyzer,2008,Staffing / Recruiting,17754
4179,dFEc6cDAEcaA09d,Booth-Proctor,Saint Martin,Right-sized upward-trending info-mediaries,2004,Public Relations / PR,14190
3956,dfecD2Be9BEF5aa,Roman LLC,Mozambique,Robust multimedia firmware,2003,Mental Health Care,17006
9767,DFedDDE0CBc14B3,"Richard, Love and Erickson",Ghana,Triple-buffered multi-state standardization,2002,Mental Health Care,4424
3566,dFeeA86B5Cf7dd8,Hinton Ltd,United States Minor Outlying Islands,Quality-focused didactic parallelism,1994,Civil Engineering,4308
7527,DfF190588BbBbEc,Booth-Maynard,Nepal,Monitored attitude-oriented access,1982,Airlines / Aviation,14492
2958,DFf1AeC0f78D839,Mcgrath Inc,Ethiopia,Centralized cohesive neural-net,2012,Aviation / Aerospace,8330
7451,DFF92cF57F58149,"Hale, Sandoval and Gamble",Faroe Islands,Implemented stable function,1996,Utilities,8694
3052,Dffa6Cc4Cda83aB,"Terry, Stewart and Ibarra",Wallis and Futuna,Ergonomic motivating interface,1996,Plastics,15494
7412,dFfaaBB94bFD60F,Caldwell LLC,Bangladesh,Synchronized composite contingency,1986,Pharmaceuticals,1364
6803,DfFC8c00C5f0bd6,Pierce LLC,Tunisia,Open-architected attitude-oriented data-warehouse,2003,Building Materials,10784
7926,DFfdDDd5FEBb329,Nichols Ltd,New Zealand,Versatile intermediate complexity,2013,Food / Beverages,15726
769,dFFF67f5be266c3,"Kaiser, Esparza and Ayers",Slovenia,Persistent fresh-thinking instruction set,2003,Government Administration,9078
832,E005Dc33FE115aE,"Fitzgerald, Lin and French",Puerto Rico,Profound homogeneous projection,1985,Events Services,10966
3487,e008C8C0c74a021,Ramsey and Sons,Vanuatu,Switchable executive synergy,1995,Hospital / Health Care,506
235,E00Bac4D7E2aFBe,"Mora, Gardner and Mcpherson",Cyprus,Organized global ability,1970,Warehousing,9082
7806,e00FD4F4c4cC9E4,"Jones, Marks and Osborne",Cuba,Object-based mission-critical database,2005,Civic / Social Organization,16116
746,e01374D6da6b0CB,Weeks and Sons,Puerto Rico,Automated intermediate productivity,1971,Facilities Services,8552
5270,E016f0110F8E7Fb,Irwin-Dixon,Guadeloupe,Front-line logistical structure,1976,Medical Practice,3442
9497,E01832Eb958cba7,Mcpherson Inc,Martinique,Reverse-engineered upward-trending conglomeration,2019,Military Industry,18346
8329,E01A411DC6C210E,"Mendoza, Lane and Barker",Northern Mariana Islands,Configurable motivating support,2001,International Trade / Development,1260
7643,E041BEdcD2D1D3D,"Hall, Novak and Roman",Saudi Arabia,Robust dedicated customer loyalty,1982,Computer Software / Engineering,2218
5771,e04912107987Cf4,Gutierrez-Hancock,Saudi Arabia,Mandatory mobile capacity,2007,Research Industry,2608
9051,e06ef906fcD0f6f,Donovan-Morton,Falkland Islands (Malvinas),Customizable dynamic workforce,2008,Human Resources / HR,9338
7837,E073e3de217de88,Newton and Sons,Denmark,Upgradable reciprocal encoding,1982,Hospitality,1614
5930,E07529A937DFCEc,"Blake, Ferguson and Conrad",Indonesia,Decentralized demand-driven interface,2000,Primary / Secondary Education,19264
7870,E078EE32f8cAdc3,"Newman, Gregory and Shah",French Southern Territories,Enterprise-wide regional policy,2007,Human Resources / HR,18952
3273,E07dde2a5896Ecc,Copeland-Bernard,Panama,Fully-configurable exuding adapter,2021,Motion Pictures / Film,10054
7214,e084eB2Fa0ae1dc,Butler Group,Bolivia,Horizontal object-oriented focus group,1999,Shipbuilding,10944
7595,E0911307B1b4dEa,"Powers, Hughes and Estrada",Venezuela,Multi-channeled holistic standardization,2015,Education Management,8452
3302,E0949eA5E9d42CF,"Vaughn, Orr and Larson",Slovakia (Slovak Republic),Managed multi-state database,1997,Security / Investigations,11418
9689,e09C642BceC63dd,Moses Inc,Burundi,Ameliorated dynamic data-warehouse,1991,Photography,18538
7938,e09dfDF5Beacd09,Ashley-Mclaughlin,Montenegro,Object-based 6thgeneration definition,2010,Sporting Goods,5050
5629,e09F92ED7b4AbE2,Everett Inc,Spain,Ameliorated discrete strategy,2018,Machinery,17776
7786,E0A1e255Cd8A00E,Allen Ltd,Korea,Future-proofed context-sensitive neural-net,2004,Hospital / Health Care,6302
9794,e0A3aF4aeAb41A8,"Owens, Lambert and Moses",Barbados,Implemented executive intranet,1981,Machinery,2402
4624,E0A5D57504b2D5c,Page-Frost,Uzbekistan,Up-sized fresh-thinking functionalities,2004,Mining / Metals,8020
183,E0a895c59638E8d,"Mooney, Weaver and Deleon",Sao Tome and Principe,Multi-channeled mobile time-frame,1990,Library,970
1426,E0ae05aC09C79b8,Mooney-Jacobson,Barbados,Extended responsive help-desk,2005,Medical Practice,15552
1781,E0aFaACE9a63cE9,Fisher-Olsen,Sri Lanka,Team-oriented object-oriented attitude,2013,Computer Hardware,14176
5609,e0B7EAa65bEDe0f,"Bautista, Molina and Thompson",Russian Federation,Cross-platform bandwidth-monitored focus group,1997,Paper / Forest Products,12340
2912,E0Ba2775F9E1AfB,Carson-Mckay,Cyprus,Upgradable real-time ability,1999,Plastics,5812
1361,E0BaBd723eC1F0a,Melendez-Choi,Dominican Republic,Optimized systemic hub,2014,Packaging / Containers,2610
2472,E0BCeB6a745df6a,Montoya-Page,Brunei Darussalam,Down-sized zero administration utilization,2014,Semiconductors,15874
2072,E0C263FB1ec63fA,Rios and Sons,Austria,Universal heuristic product,1993,Executive Office,2096
288,e0c2f9CdA120F00,"Chang, Mullins and Gilbert",Turks and Caicos Islands,Advanced optimizing attitude,1993,Graphic Design / Web Design,1630
4024,e0C73F9E1532B2F,Schwartz-Haney,Bolivia,Organized local throughput,2001,Nanotechnology,266
3701,E0c82dFEbbe99a9,"Hurst, Vance and Bass",Poland,Multi-lateral eco-centric ability,1996,Banking / Mortgage,9760
4631,e0d9BD3B6eeCDea,Kirby-Mack,Dominican Republic,Synergistic 3rdgeneration time-frame,1980,Environmental Services,10112
6798,E0e4f6df8D122aF,Joyce-Cunningham,Eritrea,Quality-focused mobile migration,2000,Recreational Facilities / Services,1762
9,e0E6cfAE68d08c9,Santos-Bowman,Ecuador,Multi-layered optimizing system engine,1979,Computer Hardware,6490
5328,E0e716Dc2396FdB,"Park, Yang and Pham",Tuvalu,Managed contextually-based framework,1989,Philanthropy,5148
1546,E0E755Fe2E265aF,"Stark, Navarro and Hurst",Belize,Organized empowering architecture,2007,Luxury Goods / Jewelry,9744
2944,E0eF079E4b6cFD4,"Bauer, Tanner and Gray",Lebanon,User-friendly client-server system engine,1996,Translation / Localization,9964
3769,e0FBAB70aa2B0C4,"Velez, Huang and Pacheco",Andorra,Distributed background collaboration,1987,Market Research,2752
6681,e114E084cE0D79a,"Shelton, Cabrera and Hancock",Oman,Sharable regional methodology,1994,Maritime,10998
1454,E115bB25ea64804,"Roach, Ho and Middleton",Bangladesh,Cross-group fresh-thinking Local Area Network,2016,Retail Industry,11930
3037,E118AE796E3472e,Farrell-Randolph,Kiribati,Monitored bifurcated leverage,1972,Ranching,15246
5234,e11914366F588A5,Mckay Ltd,Peru,User-friendly optimal groupware,1975,Wine / Spirits,1012
635,E11c1Aa496d10Ac,"Cohen, Cervantes and Mcclure",India,Object-based foreground strategy,2021,Investment Banking / Venture,16368
1229,E11eFb43b481Bd3,Baldwin-Valenzuela,Croatia,Synergistic explicit challenge,2002,Food Production,11124
5405,E127D06Fa05842B,Jacobs-Castro,Saint Martin,Fully-configurable mobile model,1977,Civil Engineering,2178
3084,E12E0258DA163E8,Osborn and Sons,Timor-Leste,Digitized content-based capability,1973,Photography,764
5088,e12e0dA0Cde3fd1,"Knapp, Harrington and Cooper",Macao,Pre-emptive 4thgeneration solution,2022,Consumer Electronics,18714
2997,e1361a9da203Bf8,Salas-Carter,Netherlands Antilles,Synergistic 24/7 artificial intelligence,1977,Package / Freight Delivery,12964
2346,E147d69f0Debc46,Freeman PLC,Sudan,User-centric user-facing monitoring,1972,Graphic Design / Web Design,13246
9563,E14D451E1c5527b,Sullivan-Nguyen,Guam,Future-proofed intangible parallelism,1997,Farming,6660
195,e15E0b8De9c8592,"Singh, Schneider and Benjamin",Ethiopia,Future-proofed directional implementation,2016,Writing / Editing,12084
7297,E16Be5E01cA5d76,Stout-Hays,Honduras,User-friendly upward-trending array,1983,Translation / Localization,8854
8899,e175831c559eb8A,Roberson Group,Seychelles,Reverse-engineered interactive software,1981,Hospitality,3638
3087,E1929bFdc12DD57,"Gross, Spencer and Sharp",Costa Rica,Diverse stable emulation,1995,Legislative Office,5434
2649,e19D92eAaC16cf6,Carlson-Huerta,Australia,Quality-focused national firmware,2001,Museums / Institutions,15174
8917,E1AfFDaaAC8Dd1F,Allison LLC,Qatar,Organic solution-oriented solution,2010,Recreational Facilities / Services,14410
254,E1B08C219a450E9,Adams-Fischer,Poland,Seamless client-server frame,2007,Capital Markets / Hedge Fund / Private Equity,15746
9865,E1b13533CDc9dc3,Vargas-Daniels,Afghanistan,Ergonomic national workforce,2011,Facilities Services,6848
8448,e1b92A81FcabfBf,Villa Ltd,Mauritania,Profound value-added function,1983,Alternative Medicine,3638
109,E1c1425B40a52bD,Rivas-Martinez,Tuvalu,Self-enabling even-keeled hub,2008,Music,654
9912,e1c5CC9AB462821,Dixon Group,Albania,Enhanced needs-based algorithm,2008,Research Industry,904
7359,E1C8edfBcD41015,Hawkins Group,Pitcairn Islands,Multi-channeled bi-directional superstructure,1980,Alternative Medicine,11682
7125,E1CceAd0e3A01b8,"Schwartz, Cabrera and Guerrero",Malta,Integrated multimedia encryption,1971,Entertainment / Movie Production,7738
9251,e1CE2f40b57FBD6,Nunez-Zuniga,Timor-Leste,Optimized 6thgeneration methodology,2020,Textiles,382
2347,E1Cfb98bF3Ddbe8,Lutz-Lowe,Morocco,Multi-lateral radical system engine,2011,Executive Office,18526
5368,e1d1B2AdDd1C570,Finley-Spears,El Salvador,Decentralized mission-critical conglomeration,1997,Management Consulting,4310
7971,e1E26bba98Be8Fe,"Bradford, Beltran and Weiss",Thailand,Team-oriented tangible customer loyalty,1991,Accounting,1520
138,E1E7c13e9D45F0d,Walter-Chan,Ethiopia,Up-sized homogeneous infrastructure,1975,Pharmaceuticals,616
8802,e1e7fBD09fF7085,Wells-Matthews,Czech Republic,Vision-oriented interactive complexity,1995,E - Learning,10698
8326,e1EA6c549e4e579,"Becker, Higgins and Hardy",Senegal,Integrated 6thgeneration data-warehouse,2022,Higher Education / Acadamia,4746
1854,e1eb581b611E0Ad,Nunez LLC,Guatemala,Synergized exuding hierarchy,1981,Airlines / Aviation,10378
2067,e1f37e4bdDc3EAA,Mendoza-Mullins,Liberia,Synergistic composite benchmark,1984,Political Organization,11358
1134,E1f3Fbed8D7BF4E,"Skinner, Pugh and Todd",Saint Lucia,Multi-lateral real-time encoding,2022,Automotive,10192
4371,e1FDc9d1BFAEf6D,Kaiser-Barr,Malawi,Cross-platform leadingedge projection,2007,Music,17892
2957,e1Fe2E7Be2Af0EF,Henson-Knapp,El Salvador,Phased foreground workforce,1997,Internet,7048
2544,e1FED7f99586e80,Alvarado-Tate,Benin,Operative needs-based installation,1979,Restaurants,1408
4721,e1feE970dE91Ccd,Wade-Stokes,Japan,Persistent didactic knowledge user,2009,Executive Office,13096
3363,E1ffB65bAB4fBf3,Gaines-Aguilar,Brunei Darussalam,Synchronized composite circuit,1972,Outsourcing / Offshoring,17478
8248,E205Fc9eB6D310F,Crawford and Sons,Dominica,Inverse didactic flexibility,2006,Defense / Space,13248
3972,e216B931e7C59BE,"Barr, Moody and Shields",Ecuador,Streamlined national archive,2011,Printing,1672
5865,E21aF4Edb0Babc6,Myers LLC,Argentina,Exclusive homogeneous utilization,2012,Capital Markets / Hedge Fund / Private Equity,5358
9558,e21Dfcc8FCBae6d,Zhang LLC,Georgia,User-friendly secondary firmware,1978,Shipbuilding,3650
2678,e22960F12f7BF8C,Brown-Valenzuela,Equatorial Guinea,Integrated well-modulated throughput,1991,Philanthropy,7144
2904,E22ACa0C416ae19,Beltran-Ball,Svalbard & Jan Mayen Islands,Customer-focused clear-thinking synergy,1983,Museums / Institutions,900
4906,e22C21c05DDa617,Simmons-Terrell,Venezuela,Ergonomic even-keeled benchmark,1986,Medical Equipment,10610
3595,E22d80C9117fFE0,"Bonilla, Payne and Macias",Albania,Optimized directional framework,2007,Capital Markets / Hedge Fund / Private Equity,412
5146,E2307FFbAB5dFE3,"Hudson, Osborne and Harrington",Papua New Guinea,Robust zero tolerance function,2015,Judiciary,13238
8336,E232ee2C587C0D2,Stokes-Jacobs,Saint Vincent and the Grenadines,Ergonomic uniform challenge,2019,Shipbuilding,2490
3432,e23addfddEfEeE4,"Barron, Wilkerson and Coleman",United States Virgin Islands,Public-key non-volatile interface,1973,Military Industry,14584
4850,e23c8eF6ccC40cd,"Meza, Phillips and Carney",Montenegro,Self-enabling real-time capacity,2013,Education Management,17458
